n_trees,sample_size,auc,train_time_sec,eval_time_sec,total_time_sec,score_mean,score_std,score_min,score_median,score_max
50,4096,0.6091253165401426,0.6525944999957574,116.01398049999989,116.66657499999565,0.44393707354169376,0.041042537301730665,0.3828598665074352,0.431228370686256,0.797208291435185
100,2,0.5,0.004244600000674836,40.208375900001556,40.21262050000223,0.5,0.0,0.5,0.5,0.5
100,4,0.47520652222659854,0.0092103000060888,71.69344320000528,71.70265350001137,0.5091959991855203,0.013092591155464156,0.474544532377561,0.507520661453656,0.5712949539663836
100,8,0.44183331612913357,0.009146300006250385,95.39360860000306,95.40275490000931,0.5148363614617435,0.034828759647518116,0.4527884984237308,0.5069797398950144,0.6506896810356609
100,16,0.5193672253898463,0.016049400001065806,121.01098790000106,121.02703730000212,0.49378627233916045,0.03850924941712204,0.422830710486157,0.48529016480014386,0.6730985585318449
100,32,0.5946536418097793,0.050902000002679415,138.78547949999484,138.83638149999751,0.48494771873347736,0.04806249968455513,0.4089370747604148,0.4732999337431645,0.7194938546095919
100,64,0.5832641495110876,0.04569120000087423,153.22146039999643,153.2671515999973,0.47927738821463034,0.049318764754398434,0.3953802082084295,0.4657261334415654,0.7383431012582202
100,128,0.5925742610336945,0.08175359999586362,166.2300172000032,166.31177079999907,0.4665487140081634,0.04822016391996753,0.3918396558267119,0.4519539428473646,0.7444599764152505
100,256,0.6030677377903404,0.13247920000139857,182.64269519999652,182.77517439999792,0.46671728725056577,0.047261798148090416,0.3959046762610266,0.4526325584491559,0.7383074919069956
100,512,0.5757733726007487,0.25936109999747714,193.68293110000377,193.94229220000125,0.45626907319736987,0.04656213122192209,0.3809294066721278,0.44394644019224183,0.7656425083661577
100,1024,0.6197751618071098,0.4505349999963073,204.96893139999884,205.41946639999514,0.4531421903755858,0.04365472147039167,0.3875309265906739,0.4398023024635819,0.7634049910911826
100,2048,0.6653724091960673,0.7398815999986255,220.15191200000118,220.8917935999998,0.44674710273359514,0.043296613515362584,0.38063642692448024,0.43473711958191363,0.7797392580470227
100,4096,0.6209370566398006,1.2695360999932745,232.07683050000196,233.34636659999524,0.44211171969750407,0.04055663121639788,0.38111586863683583,0.4295571917932842,0.7938612055625341
200,2,0.5,0.03744390000065323,78.10352069999499,78.14096459999564,0.5,0.0,0.5,0.5,0.5
200,4,0.47190953849208267,0.02380270000139717,138.37385370000266,138.39765640000405,0.5169715903072297,0.014245206483639082,0.4783550871692595,0.5165296522561248,0.578652541543192
200,8,0.46548934207621523,0.01865410000027623,189.01196750000236,189.03062160000263,0.5149425615865059,0.03107438074674684,0.45355038037686357,0.5088583812174577,0.64292550664971
200,16,0.5296522454877878,0.032725099998060614,244.17532349999965,244.2080485999977,0.4950746385128006,0.0379271171997354,0.4216373210091821,0.4879125467070256,0.6675900834613605
200,32,0.5445450146630494,0.05396910000126809,277.13132849999965,277.1852976000009,0.4871463738395786,0.043953301789570055,0.40959558885862574,0.47672610123018605,0.7054587814747283
200,64,0.5909400309229658,0.09270180000021355,304.6416215999998,304.7343234,0.4789095958224343,0.047488161760084184,0.39984861916633224,0.4681090895069776,0.726809153941516
200,128,0.5887158770265186,0.1558084999996936,335.7727717999951,335.9285802999948,0.4686897410454961,0.04734666859610696,0.3943329446638761,0.4546485593744556,0.7179833198482191
200,256,0.6077453861967914,0.28601699999853736,360.02643920000264,360.3124562000012,0.4638012170560241,0.04766120582913187,0.38730926783493524,0.4502047010582594,0.7365570570903697
200,512,0.5993811018613043,0.48594309999316465,384.84708499999397,385.33302809998713,0.45479569526348856,0.045835981707905045,0.38348572933081815,0.4417922917920024,0.7643725712629265
200,1024,0.6461865414533298,0.9222031000026618,412.96434439999575,413.8865474999984,0.453273776297486,0.0439651105672211,0.388872164467082,0.4398398201327405,0.7556654093936324
200,2048,0.6702607447454776,1.608703300000343,442.9777299999987,444.58643329999904,0.447227803631075,0.04247180666413029,0.385819324209645,0.43472048956673665,0.7750282836514787
200,4096,0.6581066296605023,2.755549699999392,484.69305709999753,487.4486067999969,0.44322663306652993,0.0399398683531577,0.3849083655642715,0.431414229725089,0.7909176467148121
